"GruppeId";"PositionGruppenId";"PositionId";"PositionNeuId";"ValidFromDate";"ValidToDate";"PositionTitle";"PositionHinweis";"PositionAusFach";"PositionFachgebiete";"PositionPunktWert";"PositionGeldWert";"PositionZusatz";"PositionLogik"
"";"1.1";"5 kk";"59";"20100101";"";"Nachtordination im Wochenend(Feiertags)dienst, zusätzlich zum Pauschalbetrag";"";"0";"";"4";"37,81";"";""
"";"1.1";"6 e";"62";"20100101";"";"Mitbesuch, z.B. in Heimen, Familien oder Wohnblocks";"Bei nicht gehfähigen Patienten.";"0";"";"14";"0";"";""
"";"1.1";"5 k";"58";"20100101";"";"Ordination im Wochenend(Feiertags)dienst, zusätzlich zum Pauschalbetrag";"";"0";"";"4";"19,81";"";""
"";"1.1";"6 f";"63";"20100101";"";"Krankenbesuch im Wochenend(Feiertags)dienst, zusätzlich zum Pauschalbetrag";"";"0";"";"4";"41,51";"";""
"";"1.1";"6 ff";"64";"20100101";"";"Krankenbesuch bei Nacht im Wochenend(Feiertags)dienst, zusätzlich zum Pauschalbetrag";"";"0";"";"4";"64,77";"";""
"";"1.1";"6 h";"66";"20100101";"";"Zuschlag zum Krankenbesuch an Wochenenden und Feiertagen";"";"0";"";"14";"0";"";""
"";"1.1";"7 a";"70";"20100101";"";"Zuschlag für unvorhergesehene Zeitversäumnis bei Tag";"Bei Ordinationen und Krankenbesuchen, die länger als eine halbe Stunde dauern, für jede angefangene halbe Stunde.";"0";"";"20";"0";"";""
"";"1.1";"5 g";"55";"20100101";"";"Zuschlag für Sofortbehandlung im Akutfall außerhalb der Ordinationszeit";"Gilt nicht für Fälle, die im Anschluß an die Ordinationszeit behandelt oder bestellt werden.";"0";"";"4";"0";"";""
"";"1.1";"6 g";"65";"20100101";"";"Zuschlag zum dringenden Krankenbesuch";"Nur bei Berufung wegen Verdacht auf akut lebensbedrohlichen Zustand, wie z.B. Unfall, Kollaps, schwere Blutung u. dgl. verrechenbar.
Bei den Positionen 65 (6 g) bis 67 (6 i) ist die Dringlichkeit zu begründen.";"0";"";"10";"0";"";""
"";"1.1";"6 i";"67";"20100101";"";"Zuschlag zum Krankenbesuch bei Nacht";"Bei den Positionen 65 (6 g) bis 67 (6 i) ist die Dringlichkeit zu begründen.";"0";"";"14";"35,08";"";""
"";"1.1";"7 c";"72";"20100101";"";"Zeitaufwand für Ordinationen und Krankenbesuche über 15 Minuten";"Pro angefangene Viertelstunde (Ärztliches Gespräch).";"0";"";"14";"0";"";""
"";"1.1";"8 a";"80";"20100101";"";"Zuschlag für Konsilium bei Tag für den Berufenen";"";"0";"";"40";"0";"";""
"";"1.1";"8 d";"83";"20100101";"";"Zuschlag für Konsilium bei Nacht für den Berufenden";"";"0";"";"60";"0";"";""
"";"1.1";"1 b";"12";"20100101";"";"Zuschlag für Sofortbehandlung im Akutfall außerhalb der Ordinationszeit";"Gilt nicht für Fälle, die im Anschluß an die Ordinationszeit behandelt oder bestellt werden.
Die Pos. 12 (1 b) und 13 (1 c) können nur verrechnet werden, wenn es sich um ärztlich dringende Fälle handelt und zur betreffenden Zeit keine Ordinationszeiten angesetzt sind.";"0";"";"4";"0";"";""
"";"1.1";"1 c";"13";"20100101";"";"Zuschlag zur Ordination an Wochenden und Feiertagen";"Nur bei Dringlichkeit - Erste Hilfe, außerhalb der Ordinationszeit.
Die Pos. 12 (1 b) und 13 (1 c) können nur verrechnet werden, wenn es sich um ärztlich dringende Fälle handelt und zur betreffenden Zeit keine Ordinationszeiten angesetzt sind.";"0";"";"10";"0";"";""
"";"1.1";"3 b";"31";"20100101";"";"Zuschlag für Zeitversäumnis bei Nacht (20,00 - 7,00 Uhr)";"Bei Ordinationen und Krankenbesuchen, die länger als eine halbe Stunde dauern, für jede angefangene halbe Stunde.
Die Zuschläge nach 30 (3 a) und 31 (3 b) sind nicht verrechenbar, wenn das Zeitversäumnis durch eine Sonderleistung oder eine Operation verursacht wurde. Das unvorhergesehene Zeitversäumnis ist zu begründen.";"0";"";"40";"0";"";""
"";"1.1";"3 d";"33";"20100101";"";"Psychosomatisch orientiertes Diagnose- und Behandlungsgespgespräch, pro 20 Minuten";"Diese Pos. beinhaltet eine ärztliche Intervention zur Herstellung und Aufarbeitung psychosomatischer Zusammenhänge unter systematischer Nutzung der Arzt-Patienten-Interaktion. Diese Pos. dient einerseits der differentialdiagnostischen Klärung psychosomatischer Krankheitszustände (Schmerzen ohne körperliches Substrat) und andererseits der Behandlung dieser mittels verbaler Intervention mit Dokumentation der Resultate. Voraussetzung zur Verrechnung dieser Pos. ist die Verleihung des „ÖÄK-Diploms psychosomatische Medizin“.";"0";"";"25";"0";"";""
"";"1.1";"5 a";"50";"20100101";"";"Erste Ordination über ärztliche Zuweisung";"Einschließlich eingehender Untersuchung und Befundbericht beim Facharzt für Anästhesiologie, Innere Medizin, Kinder- und Jugendheilkunde, Lungenkrankheiten, Neurologie und Psychiatrie, Kinder- und Jugendpsychiatrie.";"0";"";"32";"0";"";""
"";"1.1";"5 b";"51";"20100101";"";"Erste Ordination über ärztliche Zuweisung";"Einschließlich eingehender Untersuchung und Befundbericht beim Facharzt für Augenheilkunde, Chirurgie, Plastische Chirurgie, Frauenheilkunde und Geburtshilfe, HNO-Krankheiten, Haut- und Geschlechtskrankheiten, Orthopädie, Unfallchirurgie, Physikalische Medizin und Urologie.
Die Positionen 50 (5 a) und 51 (5 b) können nur auf einem Zuweisungsschein und nur dann verrechnet werden, wenn eine eingehende Untersuchung und ein schriftlicher Befundbericht erstellt wurden. Wird kein Befundbericht erstellt, ist nur die
Pos. 52 (5 c) verrechenbar.";"0";"";"26";"0";"";""
"";"1.1";"6 a";"60";"20100101";"";"Erster Krankenbesuch über ärztliche Zuweisung";"Einschließlich eingehender Untersuchung und Befundbericht bei allen Fachärzten.
Diese Position kann nur auf einem Zuweisungsschein verrechnet werden.";"0";"";"62";"0";"";""
"";"1.1";"6 c";"61";"20100101";"";"Erster und jeder weitere Krankenbesuch ohne ärtzliche Zuweisung";"Einschließlich eingehender Untersuchung bei allen Fachärzten.";"0";"";"42";"0";"";""
"";"1.1";"7 b";"71";"20100101";"";"Zuschlag für unvorhergesehene Zeitversäunis bei Nacht (20,00 - 7,00 Uhr)";"Bei Ordinationen und Krankenbesuchen, die länger als eine halbe Stunde dauern, für jede angefangene halbe Stunde.";"0";"";"40";"0";"";""
"";"1.1";"7 d";"73";"20100101";"";"Psychosomatisch orientiertes Diagnose- und Behandlungsgespräch, pro 20 Minuten";"Diese Pos. beinhaltet eine ärztliche Intervention zur Herstellung und Aufarbeitung psychosomatischer Zusammenhänge unter systematischer Nutzung der Arzt-Patienten-Interaktion. Diese Pos. dient einerseits der differentialdiagnostischen Klärung psychosomatischer Krankheitszustände (Schmerzen ohne körperliches Substrat) und andererseits der Behandlung dieser mittels verbaler Intervention mit Dokumentation der Resultate. Voraussetzung zur Verrechnung dieser Pos. ist die Verleihung des „ÖÄK-Diploms psychosomatische Medizin“.";"0";"";"25";"0";"";""
"1.2";"";"";"";"20100101";"";"Allgemeine Sonderleistungen";"";"0";"";"";"";"";""
"";"1.2";"10 b";"101";"20100101";"";"Blutabnahme aus der Vene bei Kindern bis zu 10 Jahren";"";"0";"";"8";"0";"";""
"";"1.2";"10 c";"102";"20100101";"";"Aderlaß (mindestens 150 ccm)";"";"0";"";"10";"0";"";""
"";"1.2";"11 u";"124";"20100101";"";"Periarticuläre Injektion";"";"0";"";"10";"0";"";""
"";"1.2";"11 v";"125";"20100101";"";"Intraarticuläre Injektion in ein Gelenk";"";"0";"";"20";"0";"";""
"";"1.2";"12 a";"130";"20100101";"";"Subcutane Infiltration";"";"0";"";"8";"0";"";""
"";"1.2";"12 b";"131";"20100101";"";"Intramuskuläre Infiltration";"";"0";"";"8";"0";"";""
"";"1.2";"12 d";"132";"20100101";"";"Perineurale Infiltration";"";"0";"";"8";"0";"";""
"";"1.2";"12 e";"133";"20100101";"";"Intrac. Infiltration durch Dermojet, pro Sitzung";"";"0";"";"8";"0";"";""
"";"1.2";"13 a";"140";"20100101";"";"Intraarterielle Infusion";"";"0";"";"40";"0";"";""
"";"1.2";"13 b";"141";"20100101";"";"Intravenöse Dauertropfinfusion";"";"0";"";"20";"0";"";""
"";"1.2";"15 a";"150";"20100101";"";"Tine-Test und ähnliche, je";"";"0";"";"2";"0";"";""
"";"1.2";"15 c";"152";"20100101";"";"Intradermaler Pricktest, je";"";"0";"";"6";"0";"";""
"";"1.2";"15 e";"153";"20100101";"";"Therapeutische Impfung";"";"0";"";"8";"0";"";""
"";"1.2";"16 b";"161";"20100101";"";"Aus einem Gelenk";"";"0";"";"20";"0";"";""
"";"1.2";"16 c";"162";"20100101";"";"Aus der Brust- oder Bauchhöhle";"";"0";"";"14";"0";"";""
"";"1.2";"16 d";"163";"20100101";"";"Aus dem Herzbeutel";"";"0";"";"40";"0";"";""
"";"1.2";"16 e";"164";"20100101";"";"Aus dem Rückenmarkskanal (Lumbalpunktion)";"";"0";"";"30";"0";"";""
"";"1.2";"16 f";"165";"20100101";"";"Suboccipitalpunktion";"";"0";"";"30";"0";"";""
"";"1.2";"16 h";"166";"20100101";"";"Sternalpunktion";"";"0";"";"30";"0";"";""
"";"1.2";"16 i";"167";"20100101";"";"Punktion der Prostata";"";"0";"";"20";"0";"";""
"";"1.2";"16 l";"169";"20100101";"";"Punktion während der Laparoskopie";"";"0";"";"30";"0";"";""
"";"1.2";"16 m";"170";"20100101";"";"Punktion aus der Harnblase";"";"0";"";"20";"0";"";""
"";"1.2";"17 c";"173";"20100101";"";"Aus der Brust- oder Bauchhöhle oder Douglas";"";"0";"";"50";"0";"";""
"";"1.2";"17 d";"174";"20100101";"";"Aus dem Herzbeutel";"";"0";"";"60";"0";"";""
"";"1.2";"17 e";"175";"20100101";"";"Aus dem Rückenmarkskanal (Lumbalpunktion)";"";"0";"";"30";"0";"";""
"";"1.2";"17 f";"176";"20100101";"";"Suboccipitalpunktion";"";"0";"";"30";"0";"";""
"";"1.2";"17 g";"177";"20100101";"";"Des Liquors bei Kindern aus der Fontanella";"";"0";"";"30";"0";"";""
"";"1.2";"17 i";"178";"20100101";"";"Aus dem Wasserbruch mit Einspritzung";"";"0";"";"20";"0";"";""
"";"1.2";"17 k";"179";"20100101";"";"Aus der Harnblase";"";"0";"";"30";"0";"";""
"";"1.2";"18 a";"180";"20100101";"";"Kälte- oder Oberflächenanästhesie";"";"0";"";"4";"0";"";""
"";"1.2";"18 c";"181";"20100101";"";"Infiltrationsanästhesie";"";"0";"";"8";"0";"";""
"";"1.2";"18 d";"182";"20100101";"";"Leitungsanästhesie";"";"0";"";"16";"0";"";""
"";"1.2";"18 e";"183";"20100101";"";"Inhalations- oder i.v. Narkose";"";"0";"";"30";"0";"";""
"";"1.2";"18 f";"184";"20100101";"";"Sacralanästhesie oder Plexusanästhesie";"";"0";"";"30";"0";"";""
"";"1.2";"18 g";"185";"20100101";"";"Lumbalanästhesie";"";"0";"";"40";"0";"";""
"";"1.2";"18 h";"186";"20100101";"";"Narkose mit Intubation";"";"0";"";"50";"0";"";""
"";"1.2";"18 i";"187";"20100101";"";"Lokalanästhesie in das Bruchhämatom";"";"0";"";"16";"0";"";""
"";"1.2";"18 k";"188";"20100101";"";"Lumbale Sympatikusblockade";"";"0";"";"24";"0";"";""
"";"1.2";"20 b";"201";"20100101";"";"Ausheberung und Spülung des Magens";"";"0";"";"40";"0";"";""
"";"1.2";"20 p";"213";"20100101";"";"Hohe Darmirrigation";"";"0";"";"10";"0";"";""
"";"1.2";"21 b";"221";"20100101";"";"Extraktion eines Zahnes, mehrwurzelig";"";"0";"";"16";"0";"";""
"";"1.2";"21 c";"222";"20100101";"";"Oszillometrie mit graphischer Dokumentation";"";"0";"";"20";"0";"";""
"";"1.2";"21 e";"225";"20100101";"";"Lösung von Konglutinationen pro Fall";"";"0";"";"10";"0";"";""
"";"1.2";"21 f";"226";"20100101";"";"Durchtrennung des Zungenbändchens";"";"0";"";"8";"0";"";""
"";"1.2";"21 g";"227";"20100101";"";"Sondierung einer Fistel";"";"0";"";"4";"0";"";""
"";"1.2";"10 a";"100";"20100101";"";"Blutabnahme aus der Vene";"";"0";"";"4";"0";"";""
"";"1.2";"10 d";"103";"20100101";"";"Mikroblutentnahme bei Kindern bis zu 6 Jahren, Zuschlag";"";"0";"";"4";"0";"";""
"";"1.2";"11 a";"110";"20100101";"";"Subcutane, intracutane Injektion";"Mit der Ordination bzw. Besuch abgegolten.";"0";"";"0";"0";"";""
"";"1.2";"11 d";"113";"20100101";"";"Intravenöse Injektion bei Kindern bis zu 10 Jahren";"Die Positionen 111 (11 b), 112 (11 c), 113 (11 d) und 114 (11 e) dürfen bei Serieninjektionen (mehr als 3 Injektionen) nur ohne Ordination verrechnet werden.";"0";"";"10";"0";"";""
"";"1.2";"11 c";"112";"20100101";"";"Intravenöse Injektion bie Kindern bis zu 10 Jahren";"Die Positionen 111 (11 b), 112 (11 c), 113 (11 d) und 114 (11 e) dürfen bei Serieninjektionen (mehr als 3 Injektionen) nur ohne Ordination verrechnet werden.";"0";"";"6";"0";"";""
"";"1.2";"11 b";"111";"20100101";"";"Intramuskuläre Injektion";"Die Positionen 111 (11 b), 112 (11 c), 113 (11 d) und 114 (11 e) dürfen bei Serieninjektionen (mehr als 3 Injektionen) nur ohne Ordination verrechnet werden.";"0";"";"4";"0";"";""
"";"1.2";"11 e";"114";"20100101";"";"Eigenblutinjektion";"Abnahme durch Venenpunktion und i. m. Injektion.
Die Positionen 111 (11 b), 112 (11 c), 113 (11 d) und 114 (11 e) dürfen bei Serieninjektionen (mehr als 3 Injektionen) nur ohne Ordination verrechnet werden.";"0";"";"10";"0";"";""
"";"1.2";"11 f";"115";"20100101";"";"Intraarterielle Injektion";"";"0";"";"14";"0";"";""
"";"1.2";"11 g";"116";"20100101";"";"Intracardiale Injektion";"";"0";"";"14";"0";"";""
"";"1.2";"11 h";"117";"20100101";"";"Subconjunktivale Injektion";"";"0";"";"4";"0";"";""
"";"1.2";"11 i";"118";"20100101";"";"Parabulbäre Injektion";"";"0";"";"8";"0";"";""
"";"1.2";"11 l";"119";"20100101";"";"Epidurale Injektion, Injektion in oder an den Nervenknoten";"";"0";"";"24";"0";"";""
"";"1.2";"11 m";"120";"20100101";"";"Injektion an den Plexus ceoliacus, in das Ganglion Gasseri";"";"0";"";"50";"0";"";""
"";"1.2";"11 o";"121";"20100101";"";"Intrapleurale, intraperitoneale Injektion";"";"0";"";"12";"0";"";""
"";"1.2";"11 q";"122";"20100101";"";"Krampfadernverödung, max. 5 Verödungen pro Sitzung";"";"0";"";"8";"0";"";""
"";"1.2";"11 s";"123";"20100101";"";"Haemorrhoidenverödung durch Injektion";"";"0";"";"8";"0";"";""
"";"1.2";"15 b";"151";"20100101";"";"Allergieproben, Hautfunktionsprüfung, epidermaler Läppchentest, je";"";"0";"";"2";"0";"";""
"";"1.2";"16 k";"168";"20100101";"";"Punktion der Leber, Milz oder Nieren ohne Laparoskopie";"";"0";"";"60";"0";"";""
"";"1.2";"17 a";"171";"20100101";"";"Aus einer Cyste, einem Schleimbeutel, einem Lymphknoten, einem Abszeß oder Haematom";"";"0";"";"16";"0";"";""
"";"1.2";"17 b";"172";"20100101";"";"Aus größeren Gelenken einschließlich ev. Füllung";"";"0";"";"30";"0";"";""
"";"1.2";"19 b";"191";"20100101";"";"Wiederbelebungsversuch bei Unfällen bis zu einer halben Stunde";"Darüber hinaus Zeitaufwandentschädigung.";"0";"";"30";"0";"";""
"";"1.2";"20 a";"200";"20100101";"";"Bougierung der Speiseröhre";"";"0";"";"10";"0";"";""
"";"1.2";"20 n";"211";"20100101";"";"Proktoskopie";"";"0";"";"10";"0";"";""
"";"1.2";"20 o";"212";"20100101";"";"Sphinkterdehnung";"";"0";"";"10";"0";"";""
"";"1.2";"19 a";"190";"20100101";"";"Intensiver Belebungsversuch beim schwer asphyktischen neugebornenen Kind";"";"0";"";"20";"0";"";""
"";"1.2";"19 c";"192";"20100101";"";"Apparative Beatmung durch Saugdruckverfahren bei vitaler Indikation";"Als Zuschlag zu 191 (19 b) und 193 (19 d).";"0";"";"10";"0";"";""
"";"1.2";"19 d";"193";"20100101";"";"Künstliche Beatmung als Wiederbelebungsversuch";"Einschließlich extrathorakaler Herzmassage.";"0";"";"30";"0";"";""
"";"1.2";"20 c";"202";"20100101";"";"Zuschlag für Ausspülung des Magens bei Kindern bis zu 10 Jahren";"";"0";"";"20";"0";"";""
"";"1.2";"20 d";"203";"20100101";"";"Endoskopische Untersuchung der Speiseröhre, des Magens und des Duodenums mit allfälligen Biopsien";"";"0";"";"100";"0";"";""
"";"1.2";"20 f";"204";"20100101";"";"Endoskopische Untersuchung des Mastdarmes mit allffälligen Biopsien";"";"0";"";"40";"0";"";""
"";"1.2";"20 l";"209";"20100101";"";"Digitaluntersuchung des Mastdarmes";"";"0";"";"6";"0";"";""
"";"1.2";"20 m";"210";"20100101";"";"Bougierung des Mastdarmes oder einer Colostomiefistel";"";"0";"";"6";"0";"";""
"";"1.2";"20 q";"214";"20100101";"";"Digitale Ausräumung des Mastdarmes";"";"0";"";"10";"0";"";""
"";"1.2";"20 h";"205";"20100101";"";"Partielle Koloskopie";"Die Pos. 205-208 sind nur noch für bis einschließlich 31.12.2012 erbrachte Leistungen verrechenbar.
Mit vorheriger Zustimmung von Kammer und Kasse können in begründeten Ausnahmefällen die Pos. 205-208 auch noch nach dem 31.12.2012 verrechnet werden.";"0";"";"80";"0";"";""
"";"1.2";"20 i";"206";"20100101";"";"Partielle Koloskopie mit Biopsie bzw. Schlingenpolypektomie";"Die Pos. 205-208 sind nur noch für bis einschließlich 31.12.2012 erbrachte Leistungen verrechenbar.
Mit vorheriger Zustimmung von Kammer und Kasse können in begründeten Ausnahmefällen die Pos. 205-208 auch noch nach dem 31.12.2012 verrechnet werden.";"0";"";"100";"0";"";""
"";"1.2";"20 j";"207";"20100101";"";"Koloskopie";"Die Pos. 205-208 sind nur noch für bis einschließlich 31.12.2012 erbrachte Leistungen verrechenbar.
Mit vorheriger Zustimmung von Kammer und Kasse können in begründeten Ausnahmefällen die Pos. 205-208 auch noch nach dem 31.12.2012 verrechnet werden.";"0";"";"100";"0";"";""
"";"1.2";"20 k";"208";"20100101";"";"Koloskopie mit Biopsie bzw. Schlingenpolypektomie";"Die Pos. 205-208 sind nur noch für bis einschließlich 31.12.2012 erbrachte Leistungen verrechenbar.
Mit vorheriger Zustimmung von Kammer und Kasse können in begründeten Ausnahmefällen die Pos. 205-208 auch noch nach dem 31.12.2012 verrechnet werden.";"0";"";"120";"0";"";""
"";"1.2";"215";"215";"20100101";"";"Schlingenpolypektomie im Kolon";"Weitere Verrechnungsvoraussetzung für die Pos. 215 bis 217 ist die Einhaltung der in der Beilage 1 der zwischen Land Vorarlberg (Landesgesundheitsfonds), Kasse und Kurie der niedergelassenen Ärzte der Ärztekammer für Vorarlberg am 25.1.2007 abgeschlossenen Vereinbarung zur Vorsorgekoloskopie enthaltenen Bestimmungen sowie die Dokumentation der Befunde gemäß Beilage 2 dieser Vereinbarung (das Dokumentationsblatt muss erst ab jenem Zeitpunkt, ab dem auch die Vlbg. Krankenhäuser dieses für die von ihnen durchgeführten Koloskopien vollständig ausgefüllt der VGKK übermitteln, verwendet und der VGKK übermittelt werden; bis dahin genügt die Dokumentation der Inhalte in der Arztkartei). Erforderliche Darmreinigungsmittel, Prämedikationsmittel, Kanülen und Aufziehnadeln, Reinigungs- und Desinfektionsmittel für das Koloskop und für das Koloskopie-Zubehör werden von der Kasse pro ordinatione zur Verfügung gestellt.
Die Pos. 215 ist in den Pos. 206 und 208 inkludiert und kann nicht zusätzlich zu diesen verrechnet werden. Nach diesem Zeitpunkt treten an deren Stelle die Pos. 215, 216 und 217 samt den für deren Verrechenbarkeit notwendigen Voraussetzungen.
Die Pos. 215 bis 217 können erst ab dem III. Quartal 2008 verrechnet werden.";"0";"";"40";"0";"";""
"";"1.2";"216";"216";"20100101";"";"Inkomplette (diagnostische) Koloskopie inklusive allfällig notwendiger zangenbioptischer Polypenabtragung";"Die Pos. 216 nur bei bildlich dokumentiertem Erreichen zumindest der flexura coli sinistra. verrechenbar.
Weitere Verrechnungsvoraussetzung für die Pos. 215 bis 217 ist die Einhaltung der in der Beilage 1 der zwischen Land Vorarlberg (Landesgesundheitsfonds), Kasse und Kurie der niedergelassenen Ärzte der Ärztekammer für Vorarlberg am 25.1.2007 abgeschlossenen Vereinbarung zur Vorsorgekoloskopie enthaltenen Bestimmungen sowie die Dokumentation der Befunde gemäß Beilage 2 dieser Vereinbarung (das Dokumentationsblatt muss erst ab jenem Zeitpunkt, ab dem auch die Vlbg. Krankenhäuser dieses für die von ihnen durchgeführten Koloskopien vollständig ausgefüllt der VGKK übermitteln, verwendet und der VGKK übermittelt werden; bis dahin genügt die Dokumentation der Inhalte in der Arztkartei). Erforderliche Darmreinigungsmittel, Prämedikationsmittel, Kanülen und Aufziehnadeln, Reinigungs- und Desinfektionsmittel für das Koloskop und für das Koloskopie-Zubehör werden von der Kasse pro ordinatione zur Verfügung gestellt.
Die Pos. 215 bis 217 können erst ab dem III. Quartal 2008 verrechnet werden.";"0";"";"127";"0";"";""
