"GruppeId";"PositionGruppenId";"PositionId";"PositionNeuId";"ValidFromDate";"ValidToDate";"PositionTitle";"PositionHinweis";"PositionAusFach";"PositionFachgebiete";"PositionPunktWert";"PositionGeldWert";"PositionZusatz";"PositionLogik"
"";"1.1";"E6";"";"20100101";"";"Zuschlag für Ordination bei Nacht (20 Uhr bis 7 Uhr)";"Bei den Positionen E4 bis E6 ist die Dringlichkeit zu begründen.";"1";"";"8";"";"";""
"";"1.1";"F1";"";"20100101";"";"Erster Krankenbesuch erforderlichenfalls einschließlich eingehender Untersuchung";"Einmal im Monat je Behandlungsfall und nicht neben Pos. Nr. E1 verrechenbar.";"1";"";"41";"";"";""
"";"1.1";"F10";"";"20100101";"";"Entfernungszuschlag außerhalb Wiens bei Nacht (20 Uhr bis 7 Uhr)";"Gemäß der Sonderregelung des § 9 Abs. 2 lit. f des Gesamtvertrages.";"1";"";"5";"";"";""
"";"1.1";"F2";"";"20100101";"";"Schriftlicher Befundbericht an den zuweisenden Arzt";"";"1";"";"9";"";"";""
"";"1.1";"F3";"";"20100101";"";"Weiterer Krankenbesuch";"";"1";"";"32";"";"";""
"";"1.1";"F61";"";"20100101";"";"Zuschlag für Krankenbesuch bei Nacht (20 Uhr bis 7 Uhr)";"Durch den Facharzt für Anästhesiologie, Innere Medizin, Lungenkrankheiten, Neurologie und Psychiatrie.";"1";"2,7,10,19,20";"26,5";"";"";""
"";"1.1";"F6";"";"20100101";"";"Zuschlag für Krankenbesuch bei Nacht (20 Uhr bis 7 Uhr)";"Durch Fachärzte der Sonderfächer, die nicht unter den Positionen F61 oder F62 angeführt sind.";"1";"";"30";"";"";""
"";"1.1";"F62";"";"20100101";"";"Zuschlag für Krankenbesuch bei Nacht (20 Uhr bis 7 Uhr)";"Durch den Facharzt für Kinderheilkunde.";"1";"8";"24";"";"";""
"";"1.1";"F7";"";"20100101";"";"Sprengelzuschlag (Wien) bei Tag";"";"1";"";"7";"";"";""
"";"1.1";"F8";"";"20100101";"";"Sprengelzuschlag (Wien) bei Nacht (20 Uhr bis 7 Uhr)";"";"1";"";"8";"";"";""
"";"1.1";"F9";"";"20100101";"";"Entfernungszuschlag außerhalb Wiens (gemäß der Sonderregelung des § 9 Abs. 2 lit. f des Gesamtvertrages) bei Tag";"Gemäß der Sonderregelung des § 9 Abs. 2 lit. f des Gesamtvertrages.";"1";"";"4";"";"";""
"";"1.1";"H2";"";"20100101";"";"Zuschlag für Konsilium (Facharzt) bei Nacht (20 Uhr bis 7 Uhr)";"Bei den Positionen H1 und H2 ist der berufende Arzt anzuführen.";"1";"";"40";"";"";""
"";"1.1";"G1";"";"20100101";"";"Zuschlag für Zeitversäumnis (Facharzt) bei Tag";"";"1";"";"8";"";"";""
"";"1.1";"G2";"";"20100101";"";"Zuschlag für Zeitversäumnis (Facharzt) bei Nacht (20 Uhr bis 7 Uhr)";"Bei den Positionen G1 und G2 ist die Notwendigkeit zu begründen. Diese Zuschläge sind nicht verrechenbar, wenn das Zeitversäumnis durch eine Sonderleistung oder eine Operation verursacht wurde.";"1";"";"12";"";"";""
"";"1.1";"H1";"";"20100101";"";"Zuschlag für Konsilium (Facharzt) bei Tag";"";"1";"";"30";"";"";""
"";"1.1";"C1";"";"20100101";"";"Zuschlag für Zeitversäumnis (Arzt für Allgemeinmedizin) bei Tag";"";"0";"";"8";"";"";""
"";"1.1";"C2";"";"20100101";"";"Zuschlag für Zeitversäumnis (Arzt für Allgemeinmedizin) bei Nacht (20 Uhr bis 7 Uhr)";"Bei den Positionen C1 und C2 ist die Notwendigkeit zu begründen. Dieser Zuschlag ist nicht verrechenbar, wenn das Zeitversäumnis durch eine Sonderleistung oder eine Operation verursacht wurde.";"0";"";"12";"";"";""
"";"1.1";"D1";"";"20100101";"";"Zuschlag für Konsilium (Arzt für Allgemeinmedizin) bei Tag";"";"0";"";"15";"";"";""
"";"1.1";"D2";"";"20100101";"";"Zuschlag für Konsilium (Arzt für Allgemeinmedizin) bei Nacht (20 Uhr bis 7 Uhr)";"Bei den Positionen D1 und D2 ist der berufende Arzt anzuführen.";"0";"";"20";"";"";""
"";"1.1";"B3";"";"20100101";"";"Zuschlag für dringenden Krankenbesuch während der Sprechstunde";"Nur bei Berufung wegen Verdachtes auf akut lebensbedrohlichen Zustand - wie z. B. Unfall, Kollaps, schwere akute Blutung und dgl. - verrechenbar.";"0";"";"15";"";"";""
"";"1.1";"F41";"";"20100101";"";"Zuschlag für dringenden Krankenbesuch während der Sprechstunde";"Durch den Facharzt für Anästhesiologie, Innere Medizin, Lungenkrankheiten, Neurologie und Psychiatrie.
Die Positionen F4 bis F43 sind nur bei Berufung wegen Verdachtes auf akut lebensbedrohlichen Zustand - wie z. B. Unfall, Kollaps, schwere akute Blutung und dgl. - verrechenbar.";"1";"";"6,5";"";"";""
"";"1.1";"F42";"";"20100101";"";"Zuschlag für dringenden Krankenbesuch während der Sprechstunde durch den Facharzt für Kinderheilkunde";"Durch den Facharzt für Kinderheilkunde.
Die Positionen F4 bis F42 sind nur bei Berufung wegen Verdachtes auf akut lebensbedrohlichen Zustand - wie z. B. Unfall, Kollaps, schwere akute Blutung und dgl. - verrechenbar.";"1";"";"4,5";"";"";""
"";"1.1";"F43";"";"20100101";"";"Zuschlag für dringenden Krankenbesuch während der Sprechstunde";"Durch den Facharzt für Anästhesiologie, Lungenkrankheiten, Neurologie und Psychiatrie.
Die Positionen F4 bis F43 sind nur bei Berufung wegen Verdachtes auf akut lebensbedrohlichen Zustand - wie z. B. Unfall, Kollaps, schwere akute Blutung und dgl. - verrechenbar.";"0";"";"6,5";"";"";""
"";"1.1";"F4";"";"20100101";"";"Zuschlag für dringenden Krankenbesuch während der Sprechstunde";"Durch Fachärzte der Sonderfächer, die nicht unter den Positionen F41 oder F42 angeführt sind.
Die Positionen F4 bis F43 sind nur bei Berufung wegen Verdachtes auf akut lebensbedrohlichen Zustand - wie z. B. Unfall, Kollaps, schwere akute Blutung und dgl. - verrechenbar.";"1";"";"15";"";"";""
"";"1.1";"F53";"";"20100101";"";"Zuschlag für Krankenbesuch an Sonn- und Feiertagen";"Durch den Facharzt für Anästhesiologie, Lungenkrankheiten, Neurologie und Psychiatrie.
Bei den Positionen F5 bis F53 ist die Dringlichkeit zu begründen.";"0";"";"11,5";"";"";""
"";"1.1";"F52";"";"20100101";"";"Zuschlag für Krankenbesuch an Sonn- und Feiertagen";"Durch den Facharzt für Kinderheilkunde.
Bei den Positionen F5 bis F53 ist die Dringlichkeit zu begründen.";"1";"8";"9";"";"";""
"";"1.1";"F51";"";"20100101";"";"Zuschlag für Krankenbesuch an Sonn- und Feiertagen durch den Facharzt für Anästhesiologie, Innere Medizin, Lungenkrankheiten, Neurologie und Psychiatrie";"Durch den Facharzt für Anästhesiologie, Innere Medizin, Lungenkrankheiten, Neurologie und Psychiatrie.
Bei den Positionen F5 bis F53 ist die Dringlichkeit zu begründen.";"1";"2,7,10,19,20";"11,5";"";"";""
"";"1.1";"F5";"";"20100101";"";"Zuschlag für Krankenbesuch an Sonn- und Feiertagen";"Durch Fachärzte der Sonderfächer, die nicht unter den Positionen F51 oder F52 angeführt sind.
Bei den Positionen F5 bis F53 ist die Dringlichkeit zu begründen.";"1";"";"15";"";"";""
"";"1.1";"I1";"";"20100101";"";"Ein Doppelkilometer bei Tag";"";"0";"";"";"1,45";"";""
"";"1.1";"I2";"";"20100101";"";"Ein Doppelkilometer bei Nacht";"Für je 250 m (hin und zurück) mit Kraftwagen oder sonstigen Verkehrsmitteln nicht befahrbarer Wege in einer Gegend mit vorwiegendem Gebirgscharakter kann die Wegegebühr für einen Doppelkilometer verrechnet werden.";"0";"";"";"2,18";"";""
"";"1.1";"J1";"";"20100101";"";"Ärztliche Koordinierungstätigkeit durch den behandlungsführenden Arzt";"Verrechenbar von Ärzten für Allgemeinmedizin und Fachärzten (ausgenommen Fachärzte für Radiologie und Fachärzte für nichtklinische Medizin) einmal pro Fall und Monat in jenen Fällen, die einer intensiven Koordination mit anderen Ärzten, Einrichtungen und sonstigen Leistungserbringern bedürfen, insgesamt in höchstens 3 % der Fälle pro Jahr. Die Koordinationstätigkeit ist zu dokumentieren.

Erläuterungen zum Positionstext: 
1. Koordinierung der Heilmittelverschreibung bei multimorbiden Patienten. 
2. Koordination des ambulanten und stationären Versorgungsmanagements. 
3. Telefonische und persönliche Kontaktaufnahme zu anderen Leistungserbringern im Gesundheitsbereich zur Abstimmung der Patientenbetreuung. 
4. Dokumentationszusammenführung des Krankheitsverlaufes. 
5. Organisation	von	Pflegemaßnahmen, Spezialbehandlungen und Rehabilitation. 
6. Erkundung bzw. Organisation von besonderen Behandlungsformen im Ausland.";"0";"";"";"10,75";"";""
"1.2";"";"";"";"20100101";"";"Diagnose- und Therapiegespräche";"";"0";"";"";"";"";""
"";"1.2";"TA";"";"20100101";"";"Ausführliche diagnostisch-therapeutische Aussprache zwischen Arzt und Patient als integrierter Therapiebestandteil";"Gültig ab 1.10.2003.
Die vorstehende Leistung ist unter folgenden Bedingungen verrechenbar: 
a) Mit der „Ausführlichen therapeutischen Aussprache“ soll grundsätzlich eine Erweiterung und Vertiefung der Therapie erreicht werden, darunter fällt jedenfalls nicht die Anamnese. 
b) Zur Verrechnung sind die Vertragsärzte für Allgemeinmedizin, die Vertragsfachärzte, mit Ausnahme der Vertragsfachärzte für Labormedizin, Radiologie und für physikalische Medizin, berechtigt. 
c) Der Arzt hat die „Ausführliche therapeutische Aussprache“ persönlich zu führen, die Verwendung medialer Hilfsmittel (z. B. Video) oder die „Ausführliche therapeutische Aussprache“ mit mehreren Patienten gleichzeitig ist unzulässig. Die Gesprächsführung mit Eltern von Kindern bzw. mit Angehörigen von geistig eingeschränkten Patienten (Apoplexiepatienten) ist zulässig. 
d) Die „Ausführliche therapeutische Aussprache“ hat im Allgemeinen zwi schen 10 und 15 Minuten zu dauern. 
e) Die „Ausführliche therapeutische Aussprache“ ist grundsätzlich in der Ordination zu führen. In medizinisch begründeten Fällen ist die „Ausführliche thera- peutische Aussprache“ auch im Rahmen einer Visite zulässig. 
f) Die „Ausführliche therapeutische Aussprache“ ist von den Vertragsärzten für Allgemeinmedizin, Vertragsfachärzten für Innere Medizin und Vertragsfachärzten für Kinderheilkunde in höchstens 18% der Behandlungsfälle pro Quartal, von den übrigen Vertragsärzten (ausgenommen Vertragsfach ärzte für Labormedizin, Radiologie und physikalische Medizin) in höchs tens 11% der Behandlungsfälle pro Quartal verrechenbar. 
g) Die „Ausführliche therapeutische Aussprache“ ist grundsätzlich nur bei eigenen Patienten verrechenbar. Eine Zuweisung zum Zweck einer „Ausführlichen therapeutischen Aussprache“ ist unzulässig. Bei zugewiesenen Patienten kann die „Ausführliche therapeutische Aussprache“ nur dann verrechnet werden, wenn dies im Zuge der weiteren Behandlung medizinisch notwendig ist. Vertragsfachärzte für Neurologie und Psychiatrie können bei zugewiesenen Patienten keine „Ausführliche therapeutische Aussprache“ verrechnen. 
h) Die gleichzeitige Verrechnung der „Ausführlichen therapeutischen Aussprache“ mit den Pos. Nrn. 36d, 36e und 36f für Fachärzte für Neurologie und Psychiatrie ist bei eigenen Patienten innerhalb eines Quartals nur mit Begründung möglich. Die gleichzeitige Verrechnung der „Ausführlichen therapeutischen Aussprache“ mit der Pos. Nr. 34h innerhalb eines Quartals bzw. mit der Pos. Nr. 36a innerhalb eines Monats ist nicht möglich, es sei denn unter Angabe einer weiteren neuen Diagnose. Die gleichzeitige Verrechnung der „Ausführlichen therapeutischen Aussprache“ mit einer Basisuntersuchung im Rahmen des Vorsorgeuntersuchungs- Gesamtvertrages innerhalb eines Abrechnungsmonates ist ausgeschlossen.";"0";"";"";"11,11";"";""
"";"1.2";"PS";"";"20100101";"";"Psychosomatisch orientiertes Diagnose- und Behandlungsgespräch";"Gültig ab 1.10.2003.
Das psychosomatisch orientierte Diagnose- und Behandlungsgespräch beinhaltet eine ärztliche Intervention zur Herstellung und Aufarbeitung psychosomatischer Zusammenhänge unter systematischer Nutzung der Arzt-Patienten-Interaktion.
Es dient einerseits der differenzialdiagnostischen Klärung psychosomatischer Krankheitszustände (z. B. Psycho somatosen, Schmerzen ohne körperliches Substrat) und andererseits der Behandlung dieser mittels verbaler Intervention.
Die vorstehende Leistung ist unter folgenden Bedingungen verrechenbar:
a) Zur Verrechnung sind alle Vertragsärzte (mit Ausnahme der Vertragsfachärzte für Labormedizin, für Radiologie und für physikalische Medizin) berechtigt, denen von der Österreichischen Ärztekammer das ÖÄK-Diplom-psychosomatische Medizin verliehen wurde.
b) Das psychosomatisch orientierte Diagnose- und Behandlungsgespräch ist als Einzelgespräch persönlich zu führen und dauert im Allgemeinen 20 Minuten.
c) Das psychosomatisch orientierte Diagnose- und Behandlungsgespräch ist in der Ordination tunlichst außerhalb der Ordinationszeiten zu führen.
d) Der Vertragsarzt hat die ätiologischen Zusammenhänge des psychosomatischen Krankheitszustandes schriftlich zu vermerken.
e) Innerhalb eines Quartals ist eine Grundleistung nur mit dem jeweils ersten psychosomatisch orientierten Diagnose- und Behandlungsgespräch am gleichen Tag gemeinsam verrechenbar, außer bei Vorliegen einer weiteren ärztlichen Leistung unter anderer Diagnose.
f) Eine gleichzeitige Verrechnung des psychosomatisch orientierten Diagnose- und Behandlungsgespräches mit den Positionen 36a, 36c, 36d, 36e, 36f des Abschnittes A.IX. ist innerhalb eines Quartals nur mit Begründung möglich.
g) Die Position psychosomatisch orientiertes Diagnose- und Behandlungsgespräch ist von den Vertragsärzten in höchstens 30% der Behandlungsfälle pro Quartal verrechenbar.";"0";"";"";"19,47";"";""
"1.3";"";"";"";"20100101";"";"Allgemeine Sonderleistungen";"";"0";"";"";"";"";""
"";"1.3";"11c";"";"20100101";"";"Intravenöse Injektion";"";"0";"ALL";"3";"";"";""
"";"1.3";"18k";"";"20100101";"";"Intubationsnarkose";"An.";"0";"ALL";"29";"";"";""
"";"1.3";"21b";"";"20100101";"";"Setzen von Blutegeln und Saugapparaten";"";"0";"ALL";"3";"";"";""
"";"1.3";"18e";"";"20100101";"";"Intravenöse Narkose";"";"0";"ALL";"10";"";"";""
"";"1.3";"11p";"";"20100101";"";"Intrasinuöse Injektion";"";"0";"ALL";"12";"";"";""
"";"1.3";"11k";"";"20100101";"";"Endoneurale oder epineurale Injektion";"";"0";"ALL";"8";"";"";""
"";"1.3";"20b";"";"20100101";"";"Aushebung des Magens";"";"0";"ALL";"8";"";"";""
"";"1.3";"20c";"";"20100101";"";"Ausspülung des Magens";"";"0";"ALL";"10";"";"";""
"";"1.3";"13e";"";"20100101";"";"Erste intravenöse Novocain-Infusion";"";"0";"ALL";"22";"";"";""
"";"1.3";"21e";"";"20100101";"";"Lösung von Konglutinationen pro Fall";"";"0";"ALL";"10";"";"";""
"";"1.3";"18f";"";"20100101";"";"Sacralanästhesie";"";"0";"ALL";"12";"";"";""
"";"1.3";"20k";"";"20100101";"";"Sphinkterdehnung";"";"0";"ALL";"10";"";"";""
"";"1.3";"11n";"";"20100101";"";"Injektion ans Peritoneum";"";"0";"ALL";"8";"";"";""
"";"1.3";"16i";"";"20100101";"";"Punktion der Prostata";"";"0";"ALL";"20";"";"";""
"";"1.3";"16h";"";"20100101";"";"Sternalpunktion";"+ R I";"0";"ALL";"20";"";"R I";""
"";"1.3";"13a";"";"20100101";"";"Subcutane Infusion";"";"0";"ALL";"10";"";"";""
"";"1.3";"11q";"";"20100101";"";"Krampfadernverödung: erste Injektion";"";"0";"ALL";"6";"";"";""
"";"1.3";"18a";"";"20100101";"";"Kälteanästhesie, Oberflächenanästhesie";"";"0";"ALL";"2";"";"";""
"";"1.3";"13d";"";"20100101";"";"Zuschlag für Dauertropfinfusion";"";"0";"ALL";"6";"";"";""
"";"1.3";"18c";"";"20100101";"";"Infiltrationsanästhesie";"";"0";"ALL";"6";"";"";""
"";"1.3";"14a";"";"20100101";"";"Unblutige Kristall-Implantation mit Troikart";"";"0";"ALL";"10";"";"";""
"";"1.3";"12c";"";"20100101";"";"Praesacrale Infiltration (n. Pendl)";"+ R II";"0";"ALL";"38";"";"R II";""
"";"1.3";"16g";"";"20100101";"";"Vaginale Probepunktion (Douglas)";"";"0";"ALL";"20";"";"";""
"";"1.3";"17g";"";"20100101";"";"Des Liquors bei Kindern aus der Fontanelle";"+ R I";"0";"ALL";"23";"";"R I";""
"";"1.3";"13c";"";"20100101";"";"Intraperitoneale Infusion";"";"0";"ALL";"20";"";"";""
"";"1.3";"11f";"";"20100101";"";"Intraarterielle Injektion";"";"0";"ALL";"8";"";"";""
"";"1.3";"11a";"";"20100101";"";"Subcutane, intracutane Injektion";"";"0";"ALL";"1";"";"";""
"";"1.3";"19a";"";"20100101";"";"Untersuchung mit dem Kolposkop";"";"0";"ALL";"10";"";"";""
"";"1.3";"20g";"";"20100101";"";"Digitaluntersuchung des Mastdarmes";"";"0";"ALL";"3";"";"";""
"";"1.3";"21f";"";"20100101";"";"Durchtrennung des Zungenbändchens";"";"0";"ALL";"4";"";"";""
"";"1.3";"20a";"";"20100101";"";"Bougierung der Speiseröhre";"";"0";"ALL";"8";"";"";""
"";"1.3";"13b";"";"20100101";"";"Intravenöse Infusion";"";"0";"ALL";"20";"";"";""
"";"1.3";"20d";"";"20100101";"";"Ausspülung des Magens bei Kindern bis zu sechs Jahren";"";"0";"ALL";"12";"";"";""
"";"1.3";"20f";"";"20100101";"";"Duodenalsondierung";"";"0";"ALL";"15";"";"";""
"";"1.3";"11h";"";"20100101";"";"Subconjunctivale Injektion";"";"0";"ALL";"3";"";"";""
"";"1.3";"11b";"";"20100101";"";"Intramuskuläre Injektion";"";"0";"ALL";"1";"";"";""
"";"1.3";"11g";"";"20100101";"";"Intracardiale Injektion";"";"0";"ALL";"8";"";"";""
"";"1.3";"18b";"";"20100101";"";"Rauschnarkose (auch Trilene)";"";"0";"ALL";"10";"";"";""
"";"1.3";"17f";"";"20100101";"";"Suboccipitalpunktion";"+ R I";"0";"ALL";"23";"";"R I";""
"";"1.3";"12a";"";"20100101";"";"Subcutane Infiltration";"";"0";"ALL";"4";"";"";""
"";"1.3";"11d";"";"20100101";"";"Intravenöse Injektion bei Kindern bis zum 6. Lebensjahr";"";"0";"ALL";"8";"";"";""
"";"1.3";"14b";"";"20100101";"";"Blutige Kristall-Implantation mit Incision und Naht";"";"0";"ALL";"23";"";"";""
"";"1.3";"18h";"";"20100101";"";"Wiederbelebungsversuch beim scheintoten Kinde (Neugeborenen)";"";"0";"ALL";"15";"";"";""
"";"1.3";"20i";"";"20100101";"";"Aufblähung des Mastdarmes";"";"0";"ALL";"6";"";"";""
"";"1.3";"18d";"";"20100101";"";"Leitungsanästhesie";"";"0";"ALL";"10";"";"";""
"";"1.3";"19c";"";"20100101";"";"Endoskopische Untersuchung der Analregion (Proktoskopie)";"+ R I";"0";"ALL";"15";"";"R I";""
"";"1.3";"11i";"";"20100101";"";"Parabulbäre Injektion";"";"0";"ALL";"3";"";"";""
"";"1.3";"18g";"";"20100101";"";"Lumbalanästhesie";"+ R I";"0";"ALL";"23";"";"R I";""
"";"1.3";"20h";"";"20100101";"";"Bougierung des Mastdarmes oder einer Kolostomiefistel";"";"0";"ALL";"4";"";"";""
"";"1.3";"12b";"";"20100101";"";"Intramuskuläre Infiltration";"";"0";"ALL";"4";"";"";""
"";"1.3";"10c";"";"20100101";"";"Aderlass (mindestens 250 ccm)";"";"0";"ALL";"8";"";"";""
"";"1.3";"11o";"";"20100101";"";"Intrapleurale, intraperitoneale Injektion";"";"0";"ALL";"12";"";"";""
"";"1.3";"10b";"";"20100101";"";"Blutabnahme aus der Vene bei Kindern bis zu sechs Jahren";"";"0";"ALL";"8";"";"";""
"";"1.3";"10a";"";"20100101";"";"Blutabnahme aus der Vene";"";"0";"";"4";"";"";""
"";"1.3";"11e";"";"20100101";"";"Eigenblutinjektion";"Abnahme durch Venenpunktion und i. m. Injektion.";"0";"";"6";"";"";""
"";"1.3";"11l";"";"20100101";"";"Epidurale Injektion";"Injektion in oder an den Nervenknoten.
z. B. Ganglion stellatum, paravertebrale Ganglien.";"0";"";"20";"";"";""
"";"1.3";"11m";"";"20100101";"";"Injektion an den Plexus coeliacus";"In das Ganglion Gasseri.
+ R II";"0";"";"38";"";"";""
"";"1.3";"11r";"";"20100101";"";"Jede weitere Injektion";"Höchstens 6 i. v. Injektionen pro Bein und Quartal.";"0";"";"4";"";"";""
"";"1.3";"11s";"";"20100101";"";"Hämorrhoidenverödung durch Injektion in den Hämorrhoidalknoten: erste Injektion";"";"0";"";"8";"";"";""
"";"1.3";"11t";"";"20100101";"";"Jede weitere Injektion";"Höchstens 4 Injektionen pro Quartal.";"0";"";"4";"";"";""
"";"1.3";"11u";"";"20100101";"";"Periarticuläre Gelenksumspritzung";"Ein großes oder mehrere kleine Gelenke.";"0";"";"10";"";"";""
"";"1.3";"12d";"";"20100101";"";"Paravertebralblockade";"";"0";"2,4,18,19,20,12,7";"28";"";"";""
"";"1.3";"13f";"";"20100101";"";"Jede weitere intravenöse Novocain-Infusion";"";"0";"";"8";"";"";""
"";"1.3";"15a";"";"20100101";"";"Diagnostische Impfung";"Pirquet, Moro-Mantoux, Luotest o. Ä. Allergieproben.";"0";"";"2";"";"";""
"";"1.3";"15b";"";"20100101";"";"Therapeutische Impfung";"Cutivaccine, Paspat o. ä.";"0";"";"2";"";"";""
"";"1.3";"16b";"";"20100101";"";"Punktion aus Gelenken";"";"0";"";"20";"";"";""
"";"1.3";"16c";"";"20100101";"";"Punktion aus der Brust- oder Bauchhöhle";"+ R I";"0";"";"15";"";"";""
"";"1.3";"16d";"";"20100101";"";"Punktion aus dem Herzbeutel";"+ R I";"0";"";"20";"";"";""
"";"1.3";"16e";"";"20100101";"";"Punktion aus dem Rückenmarkskanal (Lumbalpunktion)";"";"0";"";"20";"";"";""
"";"1.3";"16f";"";"20100101";"";"Suboccipitalpunktion";"";"0";"";"20";"";"";""
"";"1.3";"17a";"";"20100101";"";"Punktion aus dem Schleimbeutel oder einem Abszess oder Serom";"+ R I";"0";"";"15";"";"";""
"";"1.3";"17b";"";"20100101";"";"Punktion aus größeren Gelenken, einschließlich eventueller Füllung";"+ R I";"0";"";"23";"";"";""
"";"1.3";"17c";"";"20100101";"";"Punktion aus der Brust- oder Bauchhöhle";"+ R II";"0";"";"38";"";"";""
"";"1.3";"17d";"";"20100101";"";"Punktion aus dem Herzbeutel";"+ R II";"0";"";"38";"";"";""
"";"1.3";"17e";"";"20100101";"";"Punktion aus dem Rückenmarkskanal (Lumbalpunktion)";"+ R I";"0";"";"23";"";"";""
"";"1.3";"17h";"";"20100101";"";"Punktion aus dem Wasserbruch";"";"0";"";"10";"";"";""
"";"1.3";"17i";"";"20100101";"";"Punktion aus dem Wasserbruch mit Einspritzung (Füllung)";"+ R I";"0";"";"23";"";"";""
"";"1.3";"17k";"";"20100101";"";"Punktion aus der Harnblase";"+ R I";"0";"";"23";"";"";""
"";"1.3";"19b";"";"20100101";"";"Endoskopische Untersuchung des Nasen-Rachenraumes oder des Kehlkopfes";"+ R I";"0";"4,9";"15";"";"";""
"";"1.3";"19d";"";"20100101";"";"Endoskopische Untersuchung der Nasen-Nebenhöhlen";"+ R I";"0";"4,9";"23";"";"";""
"";"1.3";"19e";"";"20100101";"";"Endoskopie der Harnblase (Zystoskopie)";"+ R I";"0";"4,6,16";"23";"";"";""
"";"1.3";"19f";"";"20100101";"";"Endoskopische Untersuchung des Mastdarmes (Rektoskopie)";"+ R I";"0";"";"23";"";"";""
"";"1.3";"19h";"";"20100101";"";"Endoskopische Untersuchung der Gebärmutterhöhle (Hysteroskopie)";"+ R I C.G.";"0";"4,6";"23";"";"";""
"";"1.3";"19i";"";"20100101";"";"Endoskopische Untersuchung der Harnröhre (Urethroskopie)";"+ R I";"0";"4,5,16";"35";"";"";""
"";"1.3";"19m";"";"20100101";"";"Endoskopische Untersuchung des Sigmas (Sigmoskopie)";"+ R I";"0";"";"57";"";"";""
"";"1.3";"19n";"";"20100101";"";"Endoskopische Untersuchung der Luftröhre und Bronchien (Tracheo-Bronchoskopie)";"+ R III";"0";"2,4,9,7,10";"87";"";"";""
